accepted_at,created_at,current_state,deadline,description,estimate,id,kind,labels,name,owned_by_id,owner_ids,project_id,requested_by_id,story_type,updated_at,url
2015-11-23T00:54:14Z,2015-11-02T08:16:20Z,accepted,,"https://github.com/cloudfoundry/bosh-agent/pull/35
ArePreconfigured?
- add similar support for centos",2.0,107178186,story,"[{'name': 'agent', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-05-29T20:48:11Z', 'id': 8561342, 'updated_at': '2014-07-31T05:54:48Z'}, {'name': 'pull-request', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-01-13T17:49:44Z', 'id': 7458340, 'updated_at': '2014-01-13T17:49:44Z'}]","pull in 'add network attribute ""preconfigured"" to support Softlayer network'",553935.0,[553935],956238,81882,feature,2015-11-23T00:54:14Z,https://www.pivotaltracker.com/story/show/107178186
2015-11-23T01:56:28Z,2015-11-10T06:02:11Z,accepted,,"do not want to see lots of finished empty ScheduledOrphanCleanup tasks. as time goes there is just too many of them.
",1.0,107789192,story,"[{'name': 'orph-disks', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-10-05T22:13:10Z', 'id': 12964312, 'updated_at': '2015-10-05T22:13:10Z'}]",do not enqueue orphan cleanup task when there is nothing to cleanup,344.0,[344],956238,81882,feature,2015-11-23T01:56:28Z,https://www.pivotaltracker.com/story/show/107789192
2015-11-23T01:57:38Z,2015-08-11T04:24:15Z,accepted,,"download each blob in a release version (name/version) and verify its checksum
- blobs that do not match recorded sha1 should be deleted and correct blob should be uploaded
- blobs that are not found should be backfilled with correct blob
- include detailed logs in debug log of what actions were taken

repro:
- bosh upload release blah.tgz
- delete some blobs from the blobstore
- corrupt some blobs in the blobstore (so they dont match sha1)
- bosh deploy will fail now
- bosh upload relese blah.tzg --fix
- bosh deploy should succeed now

bosh inspect release blah/1.1 may be useful

https://github.com/cloudfoundry/bosh/issues/878",2.0,101003512,story,"[{'name': 'fix-assets', 'project_id': 956238, 'kind': 'label', 'created_at': '2014-08-05T07:47:10Z', 'id': 9116242, 'updated_at': '2015-08-20T19:38:04Z'}, {'name': '[cn]', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-06-02T01:07:47Z', 'id': 11832168, 'updated_at': '2015-06-08T22:55:32Z'}]",user can run upload release --fix which will verify blobstore contents and replace with correct versions,1386874.0,[1386874],956238,81882,feature,2015-11-23T01:57:46Z,https://www.pivotaltracker.com/story/show/101003512
2015-11-23T02:45:06Z,2015-11-16T20:16:04Z,accepted,,revert previous commit?,1.0,108267180,story,"[{'name': 'links', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-04-27T17:32:03Z', 'id': 11514474, 'updated_at': '2015-04-27T17:32:03Z'}]",link must include index,1426194.0,[1426194],956238,81882,feature,2015-11-23T02:45:06Z,https://www.pivotaltracker.com/story/show/108267180
2015-11-23T06:02:41Z,2015-10-05T22:15:18Z,accepted,,,,104952082,story,"[{'name': 'orph-disks', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-10-05T22:13:10Z', 'id': 12964312, 'updated_at': '2015-10-05T22:13:10Z'}]",basic orphaned disks,,[],956238,81882,release,2015-11-23T06:02:41Z,https://www.pivotaltracker.com/story/show/104952082
2015-11-23T18:20:55Z,2015-11-20T23:24:26Z,accepted,,,,108659128,story,"[{'name': 'az', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-04-27T17:32:08Z', 'id': 11514476, 'updated_at': '2015-04-27T17:32:08Z'}]",auto fuzz: Revert this commit https://github.com/cloudfoundry-incubator/bosh-fuzz-tests/commit/a817437e96f471e762729fbf224bd80d9998a703,344.0,[344],956238,344,chore,2015-11-26T00:26:03Z,https://www.pivotaltracker.com/story/show/108659128
2015-11-23T23:06:01Z,2015-10-29T18:57:52Z,accepted,,,,106980090,story,[],Move os_image_versions.json from bosh-dev to bosh-stemcell,1550486.0,[1550486],956238,1550486,chore,2015-11-23T23:06:01Z,https://www.pivotaltracker.com/story/show/106980090
2015-11-24T00:17:01Z,2015-11-20T02:23:24Z,accepted,,"When CPI does not return IP address for dynamic network (probably not possible in real CPI) we fail with error:

```
, [2015-11-19 18:07:10 #42234] [task:4] DEBUG -- DirectorJobRunner: Fetching existing instance for: #<Bosh::Director::Models::Instance @values={:id=>2, :job=>""uaC31A6UFD"", :index=>1, :deployment_id=>1, :vm_id=>3, :state=>""started"", :resurrection_paused=>false, :uuid=>""b723561f-2c02-4525-a080-3aefb0c05138"", :availability_zone=>""z1"", :cloud_properties=>""{}"", :compilation=>false, :bootstrap=>false, :dns_records=>""[\""1.uac31a6ufd.gp9rp5w.foo-deployment.bosh\"",\""b723561f-2c02-4525-a080-3aefb0c05138.uac31a6ufd.gp9rp5w.foo-deployment.bosh\""]"", :spec_json=>""{\""deployment\"":\""foo-deployment\"",\""job\"":{\""name\"":\""uaC31A6UFD\"",\""templates\"":[{\""name\"":\""simple\"",\""version\"":\""e4221f5e7c80d0f804f454fe164a64ca03753325\"",\""sha1\"":\""aa73ff6d5322f78a478cff596590a6728f7aabef\"",\""blobstore_id\"":\""2af3661f-6974-44f2-bf5c-e60de87e8230\""}],\""template\"":\""simple\"",\""version\"":\""e4221f5e7c80d0f804f454fe164a64ca03753325\"",\""sha1\"":\""aa73ff6d5322f78a478cff596590a6728f7aabef\"",\""blobstore_id\"":\""2af3661f-6974-44f2-bf5c-e60de87e8230\""},\""index\"":1,\""bootstrap\"":false,\""id\"":\""b723561f-2c02-4525-a080-3aefb0c05138\"",\""az\"":\""z1\"",\""networks\"":{\""gP9Rp5w\"":{\""type\"":\""dynamic\"",\""cloud_properties\"":{},\""dns\"":[\""8.8.8.8\""],\""dns_record_name\"":\""1.uac31a6ufd.gp9rp5w.foo-deployment.bosh\"",\""ip\"":\""\"",\""netmask\"":\""\"",\""gateway\"":\""\""}},\""vm_type\"":{\""name\"":\""default\"",\""cloud_properties\"":{}},\""stemcell\"":{\""name\"":\""ubuntu-stemcell\"",\""version\"":\""1\""},\""env\"":{},\""packages\"":{},\""properties\"":{},\""dns_domain_name\"":\""bosh\"",\""links\"":{},\""persistent_disk\"":200,\""persistent_disk_pool\"":{\""name\"":\""a5TDgeNjM9\"",\""disk_size\"":200,\""cloud_properties\"":{}},\""persistent_disk_type\"":{\""name\"":\""a5TDgeNjM9\"",\""disk_size\"":200,\""cloud_properties\"":{}},\""template_hashes\"":{\""simple\"":\""dd0b618d9684b1ff3211351883e9e6470fc228b8\""},\""rendered_templates_archive\"":{\""blobstore_id\"":\""ea860731-6b62-466f-83cd-ea8ea852d642\"",\""sha1\"":\""5ee8b86692f199e850f6b93a8a07d18058f29102\""},\""configuration_hash\"":\""dd0b618d9684b1ff3211351883e9e6470fc228b8\""}""}>
D, [2015-11-19 18:07:10 #42234] [task:4] DEBUG -- DirectorJobRunner: (0.000098s) SELECT NULL
D, [2015-11-19 18:07:10 #42234] [task:4] DEBUG -- DirectorJobRunner: (0.000294s) SELECT * FROM ""ip_addresses"" WHERE (""ip_addresses"".""instance_id"" = 2)
D, [2015-11-19 18:07:10 #42234] [task:4] DEBUG -- DirectorJobRunner: [network-configuration] Creating instance network reservations from agent state for instance 'wz1WomQyHGCppJ7QeUX5HEN0cbrlVXyJslbQMLoKkKaPzUmNq8DU19PZJWPcuvIhsuVMt2P7aJAtz4FpLmkUNBGGmBc79iU89MUf1Wed5dwhWNGhxDkRoq0opHltqAcXPSI2cfv4sAWce3MVxGzUCOYmCoyGUXsQvnBMlQNQ15i6kRCc18xMe8slV0B4/0'
D, [2015-11-19 18:07:10 #42234] [] DEBUG -- DirectorJobRunner: Lock renewal thread exiting
D, [2015-11-19 18:07:10 #42234] [task:4] DEBUG -- DirectorJobRunner: Deleting lock: lock:deployment:foo-deployment
D, [2015-11-19 18:07:10 #42234] [task:4] DEBUG -- DirectorJobRunner: Deleted lock: lock:deployment:foo-deployment
I, [2015-11-19 18:07:10 #42234] [task:4]  INFO -- DirectorJobRunner: sending update deployment error event
D, [2015-11-19 18:07:10 #42234] [task:4] DEBUG -- DirectorJobRunner: SENT: hm.director.alert {""id"":""302c0de8-5af3-48f7-8dc3-3fb272104c4f"",""severity"":3,""title"":""director - error during update deployment"",""summary"":""Error during update deployment for 'foo-deployment' against Director '7c0227e3-685f-4c43-8fa3-c8f52d9669d5': #<NetAddr::ValidationError: Could not auto-detect IP version for ''.>"",""created_at"":1447985230}
E, [2015-11-19 18:07:10 #42234] [task:4] ERROR -- DirectorJobRunner: Could not auto-detect IP version for ''.
/Users/pivotal/.gem/ruby/2.1.7/gems/netaddr-1.5.0/lib/ip_math.rb:54:in `detect_ip_version'
/Users/pivotal/.gem/ruby/2.1.7/gems/netaddr-1.5.0/lib/cidr.rb:157:in `create'
/Users/pivotal/workspace/bosh/bosh-director/lib/bosh/director/ip_util.rb:55:in `ip_to_netaddr'
/Users/pivotal/workspace/bosh/bosh-director/lib/bosh/director/ip_util.rb:63:in `format_ip'
/Users/pivotal/workspace/bosh/bosh-director/lib/bosh/director/deployment_plan/instance_network_reservations.rb:64:in `add_existing'
/Users/pivotal/workspace/bosh/bosh-director/lib/bosh/director/deployment_plan/instance_network_reservations.rb:12:in `block in create_from_state'
/Users/pivotal/workspace/bosh/bosh-director/lib/bosh/director/deployment_plan/instance_network_reservations.rb:11:in `each'
/Users/pivotal/workspace/bosh/bosh-director/lib/bosh/director/deployment_plan/instance_network_reservations.rb:11:in `create_from_state'
/Users/pivotal/workspace/bosh/bosh-director/lib/bosh/director/deployment_plan/instance_repository.rb:19:in `fetch_existing'
/Users/pivotal/workspace/bosh/bosh-director/lib/bosh/director/deployment_plan/instance_plan_factory.rb:28:in `desired_existing_instance_plan'
/Users/pivotal/workspace/bosh/bosh-director/lib/bosh/director/deployment_plan/placement_planner/availability_zone_picker.rb:59:in `block in desired_existing_instance_plans'
/Users/pivotal/workspace/bosh/bosh-director/lib/bosh/director/deployment_plan/placement_planner/availability_zone_picker.rb:58:in `map'
/Users/pivotal/workspace/bosh/bosh-director/lib/bosh/director/deployment_plan/placement_planner/availability_zone_picker.rb:58:in `desired_existing_instance_plans'
/Users/pivotal/workspace/bosh/bosh-director/lib/bosh/director/deployment_plan/placement_planner/availability_zone_picker.rb:22:in `place_and_match_in'
/Users/pivotal/workspace/bosh/bosh-director/lib/bosh/director/deployment_plan/placement_planner/plan.rb:31:in `assign_zones'
/Users/pivotal/workspace/bosh/bosh-director/lib/bosh/director/deployment_plan/placement_planner/plan.rb:14:in `create_instance_plans'
/Users/pivotal/workspace/bosh/bosh-director/lib/bosh/director/deployment_plan/instance_planner.rb:14:in `plan_job_instances'
/Users/pivotal/workspace/bosh/bosh-director/lib/bosh/director/deployment_plan/assembler.rb:35:in `block in bind_models'
/Users/pivotal/workspace/bosh/bosh-director/lib/bosh/director/deployment_plan/assembler.rb:32:in `each'
/Users/pivotal/workspace/bosh/bosh-director/lib/bosh/director/deployment_plan/assembler.rb:32:in `bind_models'
/Users/pivotal/workspace/bosh/bosh-director/lib/bosh/director/deployment_plan/planner.rb:128:in `bind_models'
/Users/pivotal/workspace/bosh/bosh-director/lib/bosh/director/jobs/update_deployment.rb:44:in `block (2 levels) in perform'
```",,108588820,story,"[{'name': 'fuzz-result', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-11-12T18:53:15Z', 'id': 13308934, 'updated_at': '2015-11-12T18:53:15Z'}]",Dummy CPI should not return empty IP on dynamic network,344.0,"[344, 1426194]",956238,553935,bug,2015-11-24T00:17:01Z,https://www.pivotaltracker.com/story/show/108588820
2015-11-24T00:17:19Z,2015-10-26T18:48:01Z,accepted,,,,106678868,story,[],benchmark integration tests and find causes of slowness,1426194.0,"[1426194, 1750722, 1550486]",956238,1017727,chore,2015-11-24T00:17:19Z,https://www.pivotaltracker.com/story/show/106678868
2015-11-24T01:20:24Z,2015-07-13T21:58:30Z,accepted,,,,98991314,story,"[{'name': 'stig', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-07-14T00:01:41Z', 'id': 12209038, 'updated_at': '2015-07-14T00:01:41Z'}, {'name': '[cn]', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-06-02T01:07:47Z', 'id': 11832168, 'updated_at': '2015-06-08T22:55:32Z'}]",extra hardening of stemcell - part 3,,[],956238,81882,release,2015-11-24T01:20:24Z,https://www.pivotaltracker.com/story/show/98991314
2015-11-24T18:03:11Z,2015-11-18T19:48:23Z,accepted,,"https://main.bosh-ci.cf-app.com/pipelines/bosh-global-net/jobs/fuzz-tests/builds/109

```
Director task 12
  Started preparing deployment > Preparing deployment. Done (00:00:00)

  Started preparing package compilation > Finding packages to compile. Done (00:00:00)

  Started deleting unneeded instances
  Started deleting unneeded instances > u069L/2
  Started deleting unneeded instances > l9PlXVIFqfudYWwvXfVvVe3Tmo5ipHpRb3RtbWOpDpzkati5GIfePW1iRF10FVEK6hroaWZQrtBisuEmbV0UbaG0MzGdfcrD7VWldCl9fsb6IvzZAhkHQPntprXtaYBBizVGiUblDK6ILupNuS9Ul9FzUiZzvEFRv1QtP6jkImArTsue5pBZTstBiikO/2
  Started deleting unneeded instances > l9PlXVIFqfudYWwvXfVvVe3Tmo5ipHpRb3RtbWOpDpzkati5GIfePW1iRF10FVEK6hroaWZQrtBisuEmbV0UbaG0MzGdfcrD7VWldCl9fsb6IvzZAhkHQPntprXtaYBBizVGiUblDK6ILupNuS9Ul9FzUiZzvEFRv1QtP6jkImArTsue5pBZTstBiikO/3
  Started deleting unneeded instances > u069L/0
  Started deleting unneeded instances > l9PlXVIFqfudYWwvXfVvVe3Tmo5ipHpRb3RtbWOpDpzkati5GIfePW1iRF10FVEK6hroaWZQrtBisuEmbV0UbaG0MzGdfcrD7VWldCl9fsb6IvzZAhkHQPntprXtaYBBizVGiUblDK6ILupNuS9Ul9FzUiZzvEFRv1QtP6jkImArTsue5pBZTstBiikO/1
  Started deleting unneeded instances > u069L/3
  Started deleting unneeded instances > u069L/4
  Started deleting unneeded instances > y1F7b/0
  Started deleting unneeded instances > u069L/1
  Started deleting unneeded instances > l9PlXVIFqfudYWwvXfVvVe3Tmo5ipHpRb3RtbWOpDpzkati5GIfePW1iRF10FVEK6hroaWZQrtBisuEmbV0UbaG0MzGdfcrD7VWldCl9fsb6IvzZAhkHQPntprXtaYBBizVGiUblDK6ILupNuS9Ul9FzUiZzvEFRv1QtP6jkImArTsue5pBZTstBiikO/4
  Started deleting unneeded instances > l9PlXVIFqfudYWwvXfVvVe3Tmo5ipHpRb3RtbWOpDpzkati5GIfePW1iRF10FVEK6hroaWZQrtBisuEmbV0UbaG0MzGdfcrD7VWldCl9fsb6IvzZAhkHQPntprXtaYBBizVGiUblDK6ILupNuS9Ul9FzUiZzvEFRv1QtP6jkImArTsue5pBZTstBiikO/0. Failed: Attempt to delete object did not result in a single row modification (Rows Deleted: 0, SQL: DELETE FROM ""records"" WHERE (""id"" = 157)) (00:00:00)
     Done deleting unneeded instances > l9PlXVIFqfudYWwvXfVvVe3Tmo5ipHpRb3RtbWOpDpzkati5GIfePW1iRF10FVEK6hroaWZQrtBisuEmbV0UbaG0MzGdfcrD7VWldCl9fsb6IvzZAhkHQPntprXtaYBBizVGiUblDK6ILupNuS9Ul9FzUiZzvEFRv1QtP6jkImArTsue5pBZTstBiikO/4 (00:00:01)
     Done deleting unneeded instances > u069L/2 (00:00:01)
     Done deleting unneeded instances > u069L/0 (00:00:01)
     Done deleting unneeded instances > l9PlXVIFqfudYWwvXfVvVe3Tmo5ipHpRb3RtbWOpDpzkati5GIfePW1iRF10FVEK6hroaWZQrtBisuEmbV0UbaG0MzGdfcrD7VWldCl9fsb6IvzZAhkHQPntprXtaYBBizVGiUblDK6ILupNuS9Ul9FzUiZzvEFRv1QtP6jkImArTsue5pBZTstBiikO/2 (00:00:01)
     Done deleting unneeded instances > u069L/4 (00:00:01)
     Done deleting unneeded instances > y1F7b/0 (00:00:01)
     Done deleting unneeded instances > u069L/3 (00:00:01)
     Done deleting unneeded instances > u069L/1 (00:00:01)
     Done deleting unneeded instances > l9PlXVIFqfudYWwvXfVvVe3Tmo5ipHpRb3RtbWOpDpzkati5GIfePW1iRF10FVEK6hroaWZQrtBisuEmbV0UbaG0MzGdfcrD7VWldCl9fsb6IvzZAhkHQPntprXtaYBBizVGiUblDK6ILupNuS9Ul9FzUiZzvEFRv1QtP6jkImArTsue5pBZTstBiikO/1 (00:00:01)
     Done deleting unneeded instances > l9PlXVIFqfudYWwvXfVvVe3Tmo5ipHpRb3RtbWOpDpzkati5GIfePW1iRF10FVEK6hroaWZQrtBisuEmbV0UbaG0MzGdfcrD7VWldCl9fsb6IvzZAhkHQPntprXtaYBBizVGiUblDK6ILupNuS9Ul9FzUiZzvEFRv1QtP6jkImArTsue5pBZTstBiikO/3 (00:00:01)
   Failed deleting unneeded instances (00:00:01)

Error 100: Attempt to delete object did not result in a single row modification (Rows Deleted: 0, SQL: DELETE FROM ""records"" WHERE (""id"" = 157))
```",,108476894,story,"[{'name': 'fuzz-result', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-11-12T18:53:15Z', 'id': 13308934, 'updated_at': '2015-11-12T18:53:15Z'}]",deleting dns record should not fail,344.0,[344],956238,553935,bug,2015-11-24T18:03:11Z,https://www.pivotaltracker.com/story/show/108476894
2015-11-24T23:15:48Z,2015-11-24T23:12:34Z,accepted,,spec/integration/deploy_spec.rb:53,,108906398,story,[],Fix flaky deploy spec on global-net,1550486.0,[1550486],956238,1550486,chore,2015-11-25T21:27:17Z,https://www.pivotaltracker.com/story/show/108906398
2015-11-25T00:58:09Z,2015-11-16T19:51:28Z,accepted,,"- networks (dynamic, manual, vip)
- use static_ips vs not?
- generate some reserved ips, static ips
- use azs in a subnet or not",4.0,108264672,story,"[{'name': 'az', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-04-27T17:32:08Z', 'id': 11514476, 'updated_at': '2015-04-27T17:32:08Z'}]",auto fuzz: networks,553935.0,"[553935, 1750722]",956238,81882,feature,2015-11-25T00:58:09Z,https://www.pivotaltracker.com/story/show/108264672
2015-11-25T22:41:13Z,2015-11-24T23:09:37Z,accepted,,"only allow:

```
- name: blah
  type: dynamic
  cloud_properties: {...}
  dns: [...]
```

or

```
- name: blah
  type: dynamic
  subnets:
  - cloud_properties: {...}
    azs: [z1,z2]
    dns: [...]
```",1.0,108906254,story,"[{'name': 'az', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-04-27T17:32:08Z', 'id': 11514476, 'updated_at': '2015-04-27T17:32:08Z'}]",user sees an error if they specify az/azs on a dynamic network,344.0,[344],956238,81882,feature,2015-11-25T22:41:13Z,https://www.pivotaltracker.com/story/show/108906254
2015-11-25T23:55:35Z,2015-11-19T21:55:52Z,accepted,,"on develop
",1.0,108575628,story,"[{'name': 'director', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-06-24T22:38:23Z', 'id': 12049664, 'updated_at': '2015-06-24T22:38:23Z'}]",Director drain script should not drain forever on initial deploy,1550486.0,[1550486],956238,1550486,feature,2015-11-25T23:55:35Z,https://www.pivotaltracker.com/story/show/108575628
2015-11-25T23:55:49Z,2015-10-28T21:20:33Z,accepted,,"currently domain_name configuration assumes user want to specify tld (e.g. 'bosh' or 'com'). instead we should allow domain name to be more complex domain (e.g. dc1.bosh.company.com).

""Having a full proper domain name would allow us to delegate NS records internally to BOSH.""

this change should be done on global-net branch!

today:
       bosh -> job.network.deployment.bosh
       bosh.com -> job.network.deployment.boshcom
wanted:
       dc1.bosh.company.com -> job.network.deployment.dc1.bosh.company.com

- reverse dns
- ns records...",4.0,106893036,story,"[{'name': 'az', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-04-27T17:32:08Z', 'id': 11514476, 'updated_at': '2015-04-27T17:32:08Z'}, {'name': '[tor]', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-08-21T17:07:11Z', 'id': 12559832, 'updated_at': '2015-08-21T17:07:11Z'}]",user can configure bosh dns to complex domain name instead of just tld,631325.0,[631325],956238,81882,feature,2015-11-25T23:55:49Z,https://www.pivotaltracker.com/story/show/106893036
2015-11-26T00:10:09Z,2015-11-18T23:46:08Z,accepted,,"Right now it fails, saying that, migrated_from must specify az, because old job did not have az",1.0,108499370,story,"[{'name': 'fuzz-result', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-11-12T18:53:15Z', 'id': 13308934, 'updated_at': '2015-11-12T18:53:15Z'}]",It should  be possible to migrate job without az to job without az,344.0,[344],956238,553935,feature,2015-11-26T00:10:09Z,https://www.pivotaltracker.com/story/show/108499370
2015-11-26T00:12:50Z,2015-11-20T23:58:36Z,accepted,,,,108660744,story,"[{'name': 'director', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-06-24T22:38:23Z', 'id': 12049664, 'updated_at': '2015-06-24T22:38:23Z'}]",Drain scripts should not be called on initial job deploy,344.0,"[344, 553935]",956238,81882,bug,2015-11-26T00:12:50Z,https://www.pivotaltracker.com/story/show/108660744
2015-11-26T00:28:20Z,2015-11-20T21:58:54Z,accepted,,"When changing the static IP from`10.10.0.21, 10.10.0.22` to `10.10.0.22 , 10.10.0.23` it fails with the error:
```
: #<Bosh::Director::NetworkReservationAlreadyInUse: Failed to reserve IP '10.10.0.22' for 'default': already reserved>"",""crea
ted_at"":1448055465}
E, [2015-11-20 21:37:45 #6119] [task:17] ERROR -- DirectorJobRunner: Failed to reserve IP '10.10.0.22' for 'default': already reserved
/var/vcap/packages/director/gem_home/ruby/2.1.0/gems/bosh-director-1.0000.0/lib/bosh/director/deployment_plan/ip_provider/in_memory_ip_repo.rb:52:in `add_ip
'
/var/vcap/packages/director/gem_home/ruby/2.1.0/gems/bosh-director-1.0000.0/lib/bosh/director/deployment_plan/ip_provider/in_memory_ip_repo.rb:23:in `add'
/var/vcap/packages/director/gem_home/ruby/2.1.0/gems/bosh-director-1.0000.0/lib/bosh/director/deployment_plan/ip_provider/ip_provider.rb:102:in `reserve_man
ual'
/var/vcap/packages/director/gem_home/ruby/2.1.0/gems/bosh-director-1.0000.0/lib/bosh/director/deployment_plan/ip_provider/ip_provider.rb:70:in `reserve'
/var/vcap/packages/director/gem_home/ruby/2.1.0/gems/bosh-director-1.0000.0/lib/bosh/director/deployment_plan/job.rb:280:in `block in bind_instance_networks
'
/var/vcap/packages/director/gem_home/ruby/2.1.0/gems/bosh-director-1.0000.0/lib/bosh/director/deployment_plan/job.rb:278:in `each'
/var/vcap/packages/director/gem_home/ruby/2.1.0/gems/bosh-director-1.0000.0/lib/bosh/director/deployment_plan/job.rb:278:in `bind_instance_networks'
```

See attached files for additional details",,108654620,story,"[{'name': 'az', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-04-27T17:32:08Z', 'id': 11514476, 'updated_at': '2015-04-27T17:32:08Z'}, {'name': 'fuzz-result', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-11-12T18:53:15Z', 'id': 13308934, 'updated_at': '2015-11-12T18:53:15Z'}]",Changing one static IP and order should not fail,344.0,[344],956238,1550486,bug,2015-11-26T00:28:20Z,https://www.pivotaltracker.com/story/show/108654620
2015-11-26T01:36:32Z,2015-11-18T00:48:46Z,accepted,,,0.0,108402100,story,"[{'name': 'az', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-04-27T17:32:08Z', 'id': 11514476, 'updated_at': '2015-04-27T17:32:08Z'}]",manual fuzz: bootstrap,344.0,[344],956238,553935,feature,2015-11-26T01:36:32Z,https://www.pivotaltracker.com/story/show/108402100
2015-11-30T18:29:07Z,2015-11-25T22:23:31Z,accepted,,,0.0,108988124,story,"[{'name': 'az', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-04-27T17:32:08Z', 'id': 11514476, 'updated_at': '2015-04-27T17:32:08Z'}]",rename availability zone to az in job erb template and links,344.0,"[344, 659629]",956238,81882,feature,2015-11-30T18:29:07Z,https://www.pivotaltracker.com/story/show/108988124
2015-11-30T18:30:36Z,2015-11-25T22:26:23Z,accepted,,"https://github.com/cloudfoundry/bosh/blob/global-net/bosh-director/lib/bosh/director/jobs/vm_state.rb#L81
in director and cli",1.0,108988222,story,"[{'name': 'az', 'project_id': 956238, 'kind': 'label', 'created_at': '2015-04-27T17:32:08Z', 'id': 11514476, 'updated_at': '2015-04-27T17:32:08Z'}]",rename availability zone in bosh vms api call,344.0,[344],956238,81882,feature,2015-11-30T18:30:36Z,https://www.pivotaltracker.com/story/show/108988222
